month,category,total_visits,record_count,unique_stores,mean_daily_visits,data_type
2022-05-01,Home Furnishings Stores,6329360,17887,577,353.85,derived
2022-06-01,Home Furnishings Stores,5996018,17370,579,345.19,derived
2022-07-01,Home Furnishings Stores,6665779,17918,578,372.02,derived
2022-08-01,Home Furnishings Stores,6661387,17918,578,371.77,derived
2022-09-01,Home Furnishings Stores,6291713,17280,576,364.1,derived
2022-10-01,Home Furnishings Stores,6442183,17980,580,358.3,derived
2022-11-01,Home Furnishings Stores,8423714,17520,584,480.81,derived
2022-12-01,Home Furnishings Stores,10300843,18073,583,569.96,derived
2023-01-01,Home Furnishings Stores,6245332,18042,582,346.16,derived
2023-02-01,Home Furnishings Stores,5471679,16324,583,335.19,derived
2023-03-01,Home Furnishings Stores,5924997,18011,581,328.97,derived
2023-04-01,Home Furnishings Stores,5679686,17010,567,333.9,derived
2023-05-01,Home Furnishings Stores,5947500,17205,555,345.68,derived
2023-06-01,Home Furnishings Stores,5944173,16620,554,357.65,derived
2023-07-01,Home Furnishings Stores,5722140,16058,518,356.34,derived
2023-08-01,Home Furnishings Stores,5603280,16089,519,348.27,derived
2023-09-01,Home Furnishings Stores,5388467,15660,522,344.09,derived
2023-10-01,Home Furnishings Stores,5464002,16275,525,335.73,derived
2023-11-01,Home Furnishings Stores,7703467,15690,523,490.98,derived
2023-12-01,Home Furnishings Stores,9263551,16306,526,568.11,derived
2024-01-01,Home Furnishings Stores,5130296,16244,524,315.83,derived
2024-02-01,Home Furnishings Stores,4819516,15196,524,317.16,derived
2024-03-01,Home Furnishings Stores,5409077,16058,518,336.85,derived
2024-04-01,Home Furnishings Stores,4842581,15600,520,310.42,derived
2024-05-01,Home Furnishings Stores,5323538,16151,521,329.61,derived
2024-06-01,Home Furnishings Stores,5285828,15660,522,337.54,derived
2024-07-01,Home Furnishings Stores,6003941,16213,523,370.32,derived
2024-08-01,Home Furnishings Stores,6188187,16213,523,381.68,derived
2024-09-01,Home Furnishings Stores,5350094,15360,512,348.31,derived
2024-10-01,Home Furnishings Stores,5548425,15996,516,346.86,derived
2024-11-01,Home Furnishings Stores,8306057,15420,514,538.65,derived
2024-12-01,Home Furnishings Stores,9889566,15717,507,629.23,derived
2020-01-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,146589,4371,141,33.54,derived
2020-02-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,131903,4089,141,32.26,derived
2020-03-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,80308,4371,141,18.37,derived
2020-04-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,1899,4230,141,0.45,derived
2020-05-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,49030,4371,141,11.22,derived
2020-06-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,105567,4230,141,24.96,derived
2020-07-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,115431,4371,141,26.41,derived
2020-08-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,107383,4371,141,24.57,derived
2020-09-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,117578,4230,141,27.8,derived
2020-10-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,121663,4371,141,27.83,derived
2020-11-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,106800,4230,141,25.25,derived
2020-12-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,112573,4371,141,25.75,derived
2021-01-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,106578,4371,141,24.38,derived
2021-02-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,95835,3948,141,24.27,derived
2021-03-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,128135,4371,141,29.31,derived
2021-04-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,126145,4230,141,29.82,derived
2021-05-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,118124,4371,141,27.02,derived
2021-06-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,126986,4230,141,30.02,derived
2021-07-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,123682,4371,141,28.3,derived
2021-08-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,125268,4402,142,28.46,derived
2021-09-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,127396,4260,142,29.91,derived
2021-10-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,121833,4402,142,27.68,derived
2021-11-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,121648,4260,142,28.56,derived
2021-12-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,133631,4371,141,30.57,derived
2022-01-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,117393,4371,141,26.86,derived
2022-02-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,107612,3948,141,27.26,derived
2022-03-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,131056,4402,142,29.77,derived
2022-04-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,119034,4290,143,27.75,derived
2022-05-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,117190,4433,143,26.44,derived
2022-06-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,121079,4260,142,28.42,derived
2022-07-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,112921,4402,142,25.65,derived
2022-08-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,128708,4433,143,29.03,derived
2022-09-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,122871,4290,143,28.64,derived
2022-10-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,118895,4433,143,26.82,derived
2022-11-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,119935,4290,143,27.96,derived
2022-12-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,134798,4464,144,30.2,derived
2023-01-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,122573,4464,144,27.46,derived
2023-02-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,111789,4088,146,27.35,derived
2023-03-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,129790,4526,146,28.68,derived
2023-04-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,116285,4410,147,26.37,derived
2023-05-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,123001,4557,147,26.99,derived
2023-06-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,127200,4440,148,28.65,derived
2023-07-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,117753,4588,148,25.67,derived
2023-08-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,129411,4588,148,28.21,derived
2023-09-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,125072,4470,149,27.98,derived
2023-10-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,125174,4619,149,27.1,derived
2023-11-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,124407,4440,148,28.02,derived
2023-12-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,133518,4588,148,29.1,derived
2024-01-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,131290,4588,148,28.62,derived
2024-02-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,119807,4292,148,27.91,derived
2024-03-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,126396,4588,148,27.55,derived
2024-04-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,127202,4440,148,28.65,derived
2024-05-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,126457,4588,148,27.56,derived
2024-06-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,121150,4470,149,27.1,derived
2024-07-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,125027,4619,149,27.07,derived
2024-08-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,131463,4619,149,28.46,derived
2024-09-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,122858,4440,148,27.67,derived
2024-10-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,129498,4588,148,28.23,derived
2024-11-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,123746,4440,148,27.87,derived
2024-12-01,Household Appliances and Electrical and Electronic Goods Merchant Wholesalers,137472,4588,148,29.96,derived
2020-01-01,Industrial Machinery Manufacturing,4580,93,3,49.25,derived
2020-02-01,Industrial Machinery Manufacturing,4368,87,3,50.21,derived
2020-03-01,Industrial Machinery Manufacturing,2398,93,3,25.78,derived
2020-04-01,Industrial Machinery Manufacturing,0,90,3,0.0,derived
2020-05-01,Industrial Machinery Manufacturing,1550,93,3,16.67,derived
2020-06-01,Industrial Machinery Manufacturing,3029,90,3,33.66,derived
2020-07-01,Industrial Machinery Manufacturing,3277,93,3,35.24,derived
2020-08-01,Industrial Machinery Manufacturing,3392,93,3,36.47,derived
2020-09-01,Industrial Machinery Manufacturing,3474,90,3,38.6,derived
2020-10-01,Industrial Machinery Manufacturing,3479,93,3,37.41,derived
2020-11-01,Industrial Machinery Manufacturing,3878,90,3,43.09,derived
2020-12-01,Industrial Machinery Manufacturing,3864,93,3,41.55,derived
2021-01-01,Industrial Machinery Manufacturing,2899,93,3,31.17,derived
2021-02-01,Industrial Machinery Manufacturing,2609,84,3,31.06,derived
2021-03-01,Industrial Machinery Manufacturing,3728,93,3,40.09,derived
2021-04-01,Industrial Machinery Manufacturing,4006,90,3,44.51,derived
2021-05-01,Industrial Machinery Manufacturing,4200,93,3,45.16,derived
2021-06-01,Industrial Machinery Manufacturing,4325,90,3,48.06,derived
2021-07-01,Industrial Machinery Manufacturing,4413,93,3,47.45,derived
2021-08-01,Industrial Machinery Manufacturing,4390,93,3,47.2,derived
2021-09-01,Industrial Machinery Manufacturing,4183,90,3,46.48,derived
2021-10-01,Industrial Machinery Manufacturing,4176,93,3,44.9,derived
2021-11-01,Industrial Machinery Manufacturing,4488,90,3,49.87,derived
2021-12-01,Industrial Machinery Manufacturing,4486,93,3,48.24,derived
2022-01-01,Industrial Machinery Manufacturing,3637,93,3,39.11,derived
2022-02-01,Industrial Machinery Manufacturing,3845,84,3,45.77,derived
2022-03-01,Industrial Machinery Manufacturing,4168,93,3,44.82,derived
2022-04-01,Industrial Machinery Manufacturing,4233,90,3,47.03,derived
2022-05-01,Industrial Machinery Manufacturing,4376,93,3,47.05,derived
2022-06-01,Industrial Machinery Manufacturing,4294,90,3,47.71,derived
2022-07-01,Industrial Machinery Manufacturing,4186,93,3,45.01,derived
2022-08-01,Industrial Machinery Manufacturing,4453,93,3,47.88,derived
2022-09-01,Industrial Machinery Manufacturing,4266,90,3,47.4,derived
2022-10-01,Industrial Machinery Manufacturing,4207,93,3,45.24,derived
2022-11-01,Industrial Machinery Manufacturing,4489,90,3,49.88,derived
2022-12-01,Industrial Machinery Manufacturing,4733,93,3,50.89,derived
2023-01-01,Industrial Machinery Manufacturing,3890,93,3,41.83,derived
2023-02-01,Industrial Machinery Manufacturing,3611,84,3,42.99,derived
2023-03-01,Industrial Machinery Manufacturing,4169,93,3,44.83,derived
2023-04-01,Industrial Machinery Manufacturing,4134,90,3,45.93,derived
2023-05-01,Industrial Machinery Manufacturing,4427,93,3,47.6,derived
2023-06-01,Industrial Machinery Manufacturing,4091,90,3,45.46,derived
2023-07-01,Industrial Machinery Manufacturing,4241,93,3,45.6,derived
2023-08-01,Industrial Machinery Manufacturing,4212,93,3,45.29,derived
2023-09-01,Industrial Machinery Manufacturing,3984,90,3,44.27,derived
2023-10-01,Industrial Machinery Manufacturing,3961,93,3,42.59,derived
2023-11-01,Industrial Machinery Manufacturing,4389,90,3,48.77,derived
2023-12-01,Industrial Machinery Manufacturing,4475,93,3,48.12,derived
2024-01-01,Industrial Machinery Manufacturing,3942,93,3,42.39,derived
2024-02-01,Industrial Machinery Manufacturing,4110,87,3,47.24,derived
2024-03-01,Industrial Machinery Manufacturing,4135,93,3,44.46,derived
2024-04-01,Industrial Machinery Manufacturing,4079,90,3,45.32,derived
2024-05-01,Industrial Machinery Manufacturing,4296,93,3,46.19,derived
2024-06-01,Industrial Machinery Manufacturing,3904,90,3,43.38,derived
2024-07-01,Industrial Machinery Manufacturing,4251,93,3,45.71,derived
2024-08-01,Industrial Machinery Manufacturing,4289,93,3,46.12,derived
2024-09-01,Industrial Machinery Manufacturing,4071,90,3,45.23,derived
2024-10-01,Industrial Machinery Manufacturing,4219,93,3,45.37,derived
2024-11-01,Industrial Machinery Manufacturing,4289,90,3,47.66,derived
2024-12-01,Industrial Machinery Manufacturing,4717,93,3,50.72,derived
2020-01-01,Insurance Carriers,533495,11191,361,47.67,derived
2020-02-01,Insurance Carriers,497806,10469,361,47.55,derived
2020-03-01,Insurance Carriers,286016,11191,361,25.56,derived
2020-04-01,Insurance Carriers,4869,10830,361,0.45,derived
2020-05-01,Insurance Carriers,193586,11191,361,17.3,derived
2020-06-01,Insurance Carriers,407445,10830,361,37.62,derived
2020-07-01,Insurance Carriers,431343,11191,361,38.54,derived
2020-08-01,Insurance Carriers,411086,11191,361,36.73,derived
2020-09-01,Insurance Carriers,409334,10890,363,37.59,derived
2020-10-01,Insurance Carriers,413455,11253,363,36.74,derived
2020-11-01,Insurance Carriers,410809,10950,365,37.52,derived
2020-12-01,Insurance Carriers,469134,11315,365,41.46,derived
2021-01-01,Insurance Carriers,337241,11284,364,29.89,derived
2021-02-01,Insurance Carriers,304928,10192,364,29.92,derived
2021-03-01,Insurance Carriers,454692,11253,363,40.41,derived
2021-04-01,Insurance Carriers,462568,10830,361,42.71,derived
2021-05-01,Insurance Carriers,465715,11036,356,42.2,derived
2021-06-01,Insurance Carriers,478091,10680,356,44.77,derived
2021-07-01,Insurance Carriers,506808,11067,357,45.79,derived
2021-08-01,Insurance Carriers,491668,11129,359,44.18,derived
2021-09-01,Insurance Carriers,471983,10800,360,43.7,derived
2021-10-01,Insurance Carriers,477744,11222,362,42.57,derived
2021-11-01,Insurance Carriers,477078,10860,362,43.93,derived
2021-12-01,Insurance Carriers,562973,11191,361,50.31,derived
2022-01-01,Insurance Carriers,423386,11222,362,37.73,derived
2022-02-01,Insurance Carriers,418726,10164,363,41.2,derived
2022-03-01,Insurance Carriers,503503,11253,363,44.74,derived
2022-04-01,Insurance Carriers,490476,10890,363,45.04,derived
2022-05-01,Insurance Carriers,498362,11253,363,44.29,derived
2022-06-01,Insurance Carriers,507460,10860,362,46.73,derived
2022-07-01,Insurance Carriers,518643,11253,363,46.09,derived
2022-08-01,Insurance Carriers,545895,11284,364,48.38,derived
2022-09-01,Insurance Carriers,496110,10890,363,45.56,derived
2022-10-01,Insurance Carriers,487908,11253,363,43.36,derived
2022-11-01,Insurance Carriers,481006,10860,362,44.29,derived
2022-12-01,Insurance Carriers,578474,11253,363,51.41,derived
2023-01-01,Insurance Carriers,460221,11222,362,41.01,derived
2023-02-01,Insurance Carriers,434600,10136,362,42.88,derived
2023-03-01,Insurance Carriers,508133,11253,363,45.16,derived
2023-04-01,Insurance Carriers,481286,10920,364,44.07,derived
2023-05-01,Insurance Carriers,522655,11315,365,46.19,derived
2023-06-01,Insurance Carriers,498193,10740,358,46.39,derived
2023-07-01,Insurance Carriers,510614,11098,358,46.01,derived
2023-08-01,Insurance Carriers,519801,11067,357,46.97,derived
2023-09-01,Insurance Carriers,467915,10710,357,43.69,derived
2023-10-01,Insurance Carriers,476740,11067,357,43.08,derived
2023-11-01,Insurance Carriers,469090,10680,356,43.92,derived
2023-12-01,Insurance Carriers,552581,11036,356,50.07,derived
2024-01-01,Insurance Carriers,451737,11036,356,40.93,derived
2024-02-01,Insurance Carriers,444572,10237,353,43.43,derived
2024-03-01,Insurance Carriers,475280,10943,353,43.43,derived
2024-04-01,Insurance Carriers,466223,10560,352,44.15,derived
2024-05-01,Insurance Carriers,513931,11005,355,46.7,derived
2024-06-01,Insurance Carriers,489660,10680,356,45.85,derived
2024-07-01,Insurance Carriers,521077,10974,354,47.48,derived
2024-08-01,Insurance Carriers,540737,11191,361,48.32,derived
2024-09-01,Insurance Carriers,475093,10860,362,43.75,derived
2024-10-01,Insurance Carriers,507753,11253,363,45.12,derived
2024-11-01,Insurance Carriers,470398,10560,352,44.55,derived
2024-12-01,Insurance Carriers,576448,10943,353,52.68,derived
2020-01-01,Interurban and Rural Bus Transportation,50375,3131,101,16.09,derived
2020-02-01,Interurban and Rural Bus Transportation,49969,2929,101,17.06,derived
2020-03-01,Interurban and Rural Bus Transportation,29730,3131,101,9.5,derived
2020-04-01,Interurban and Rural Bus Transportation,350,3030,101,0.12,derived
2020-05-01,Interurban and Rural Bus Transportation,15415,3131,101,4.92,derived
2020-06-01,Interurban and Rural Bus Transportation,37403,3030,101,12.34,derived
2020-07-01,Interurban and Rural Bus Transportation,31513,3131,101,10.06,derived
2020-08-01,Interurban and Rural Bus Transportation,39063,3131,101,12.48,derived
2020-09-01,Interurban and Rural Bus Transportation,37277,3030,101,12.3,derived
2020-10-01,Interurban and Rural Bus Transportation,38747,3131,101,12.38,derived
2020-11-01,Interurban and Rural Bus Transportation,39066,3030,101,12.89,derived
2020-12-01,Interurban and Rural Bus Transportation,41903,3131,101,13.38,derived
2021-01-01,Interurban and Rural Bus Transportation,28433,3131,101,9.08,derived
2021-02-01,Interurban and Rural Bus Transportation,26220,2884,103,9.09,derived
2021-03-01,Interurban and Rural Bus Transportation,47267,3286,106,14.38,derived
2021-04-01,Interurban and Rural Bus Transportation,47860,3180,106,15.05,derived
2021-05-01,Interurban and Rural Bus Transportation,50203,3286,106,15.28,derived
2021-06-01,Interurban and Rural Bus Transportation,51384,3240,108,15.86,derived
2021-07-01,Interurban and Rural Bus Transportation,54287,3317,107,16.37,derived
2021-08-01,Interurban and Rural Bus Transportation,53394,3348,108,15.95,derived
2021-09-01,Interurban and Rural Bus Transportation,47733,3240,108,14.73,derived
2021-10-01,Interurban and Rural Bus Transportation,49995,3348,108,14.93,derived
2021-11-01,Interurban and Rural Bus Transportation,53410,3300,110,16.18,derived
2021-12-01,Interurban and Rural Bus Transportation,58704,3441,111,17.06,derived
2022-01-01,Interurban and Rural Bus Transportation,40074,3348,108,11.97,derived
2022-02-01,Interurban and Rural Bus Transportation,39512,3024,108,13.07,derived
2022-03-01,Interurban and Rural Bus Transportation,50347,3317,107,15.18,derived
2022-04-01,Interurban and Rural Bus Transportation,48616,3210,107,15.15,derived
2022-05-01,Interurban and Rural Bus Transportation,51806,3410,110,15.19,derived
2022-06-01,Interurban and Rural Bus Transportation,50783,3180,106,15.97,derived
2022-07-01,Interurban and Rural Bus Transportation,53615,3286,106,16.32,derived
2022-08-01,Interurban and Rural Bus Transportation,54252,3317,107,16.36,derived
2022-09-01,Interurban and Rural Bus Transportation,47759,3240,108,14.74,derived
2022-10-01,Interurban and Rural Bus Transportation,47511,3348,108,14.19,derived
2022-11-01,Interurban and Rural Bus Transportation,50021,3300,110,15.16,derived
2022-12-01,Interurban and Rural Bus Transportation,58595,3472,112,16.88,derived
2023-01-01,Interurban and Rural Bus Transportation,45195,3472,112,13.02,derived
2023-02-01,Interurban and Rural Bus Transportation,39194,2828,101,13.86,derived
2023-03-01,Interurban and Rural Bus Transportation,46523,3100,100,15.01,derived
2023-04-01,Interurban and Rural Bus Transportation,44712,3000,100,14.9,derived
2023-05-01,Interurban and Rural Bus Transportation,46515,3100,100,15.0,derived
2023-06-01,Interurban and Rural Bus Transportation,46881,3000,100,15.63,derived
2023-07-01,Interurban and Rural Bus Transportation,50276,3131,101,16.06,derived
2023-08-01,Interurban and Rural Bus Transportation,50074,3193,103,15.68,derived
2023-09-01,Interurban and Rural Bus Transportation,45406,3120,104,14.55,derived
2023-10-01,Interurban and Rural Bus Transportation,44382,3193,103,13.9,derived
2023-11-01,Interurban and Rural Bus Transportation,47404,3090,103,15.34,derived
2023-12-01,Interurban and Rural Bus Transportation,54283,3193,103,17.0,derived
2024-01-01,Interurban and Rural Bus Transportation,42312,3193,103,13.25,derived
2024-02-01,Interurban and Rural Bus Transportation,41399,2987,103,13.86,derived
2024-03-01,Interurban and Rural Bus Transportation,46584,3193,103,14.59,derived
2024-04-01,Interurban and Rural Bus Transportation,43727,3090,103,14.15,derived
2024-05-01,Interurban and Rural Bus Transportation,47365,3193,103,14.83,derived
2024-06-01,Interurban and Rural Bus Transportation,46578,3090,103,15.07,derived
2024-07-01,Interurban and Rural Bus Transportation,48539,3193,103,15.2,derived
2024-08-01,Interurban and Rural Bus Transportation,50522,3193,103,15.82,derived
2024-09-01,Interurban and Rural Bus Transportation,42806,3090,103,13.85,derived
2024-10-01,Interurban and Rural Bus Transportation,44347,3193,103,13.89,derived
2024-11-01,Interurban and Rural Bus Transportation,48669,3090,103,15.75,derived
2024-12-01,Interurban and Rural Bus Transportation,55555,3193,103,17.4,derived
2020-01-01,Investigation and Security Services,9867,775,25,12.73,derived
2020-02-01,Investigation and Security Services,8882,725,25,12.25,derived
2020-03-01,Investigation and Security Services,5168,775,25,6.67,derived
2020-04-01,Investigation and Security Services,86,750,25,0.11,derived
2020-05-01,Investigation and Security Services,4378,775,25,5.65,derived
2020-06-01,Investigation and Security Services,7444,750,25,9.93,derived
2020-07-01,Investigation and Security Services,7685,775,25,9.92,derived
2020-08-01,Investigation and Security Services,7344,775,25,9.48,derived
2020-09-01,Investigation and Security Services,7368,750,25,9.82,derived
2020-10-01,Investigation and Security Services,6952,775,25,8.97,derived
2020-11-01,Investigation and Security Services,7679,750,25,10.24,derived
2020-12-01,Investigation and Security Services,8207,775,25,10.59,derived
2021-01-01,Investigation and Security Services,6114,775,25,7.89,derived
2021-02-01,Investigation and Security Services,5482,700,25,7.83,derived
2021-03-01,Investigation and Security Services,8030,775,25,10.36,derived
2021-04-01,Investigation and Security Services,8322,750,25,11.1,derived
2021-05-01,Investigation and Security Services,8361,775,25,10.79,derived
2021-06-01,Investigation and Security Services,9003,750,25,12.0,derived
2021-07-01,Investigation and Security Services,9540,775,25,12.31,derived
2021-08-01,Investigation and Security Services,9114,775,25,11.76,derived
2021-09-01,Investigation and Security Services,8825,750,25,11.77,derived
2021-10-01,Investigation and Security Services,8216,775,25,10.6,derived
2021-11-01,Investigation and Security Services,9366,750,25,12.49,derived
2021-12-01,Investigation and Security Services,10046,775,25,12.96,derived
2022-01-01,Investigation and Security Services,7809,775,25,10.08,derived
2022-02-01,Investigation and Security Services,7792,700,25,11.13,derived
2022-03-01,Investigation and Security Services,8864,775,25,11.44,derived
2022-04-01,Investigation and Security Services,8483,750,25,11.31,derived
2022-05-01,Investigation and Security Services,8995,775,25,11.61,derived
2022-06-01,Investigation and Security Services,9119,750,25,12.16,derived
2022-07-01,Investigation and Security Services,8823,775,25,11.38,derived
2022-08-01,Investigation and Security Services,9579,775,25,12.36,derived
2022-09-01,Investigation and Security Services,8762,750,25,11.68,derived
2022-10-01,Investigation and Security Services,8182,775,25,10.56,derived
2022-11-01,Investigation and Security Services,8808,750,25,11.74,derived
2022-12-01,Investigation and Security Services,9733,775,25,12.56,derived
2023-01-01,Investigation and Security Services,8499,775,25,10.97,derived
2023-02-01,Investigation and Security Services,7262,700,25,10.37,derived
2023-03-01,Investigation and Security Services,8861,775,25,11.43,derived
2023-04-01,Investigation and Security Services,8047,750,25,10.73,derived
2023-05-01,Investigation and Security Services,9270,775,25,11.96,derived
2023-06-01,Investigation and Security Services,9105,750,25,12.14,derived
2023-07-01,Investigation and Security Services,8815,775,25,11.37,derived
2023-08-01,Investigation and Security Services,9274,775,25,11.97,derived
2023-09-01,Investigation and Security Services,8238,750,25,10.98,derived
2023-10-01,Investigation and Security Services,8228,775,25,10.62,derived
2023-11-01,Investigation and Security Services,8823,750,25,11.76,derived
2023-12-01,Investigation and Security Services,9024,775,25,11.64,derived
2024-01-01,Investigation and Security Services,8796,775,25,11.35,derived
2024-02-01,Investigation and Security Services,7925,725,25,10.93,derived
2024-03-01,Investigation and Security Services,7681,744,24,10.32,derived
2024-04-01,Investigation and Security Services,8036,720,24,11.16,derived
2024-05-01,Investigation and Security Services,8545,744,24,11.49,derived
2024-06-01,Investigation and Security Services,7825,720,24,10.87,derived
2024-07-01,Investigation and Security Services,8867,744,24,11.92,derived
2024-08-01,Investigation and Security Services,8546,744,24,11.49,derived
2024-09-01,Investigation and Security Services,7550,720,24,10.49,derived
2024-10-01,Investigation and Security Services,8009,713,23,11.23,derived
2024-11-01,Investigation and Security Services,7811,690,23,11.32,derived
2024-12-01,Investigation and Security Services,8447,713,23,11.85,derived
2020-01-01,"Jewelry, Luggage, and Leather Goods Stores",4827842,21142,682,228.35,derived
2020-02-01,"Jewelry, Luggage, and Leather Goods Stores",4640820,19778,682,234.65,derived
2020-03-01,"Jewelry, Luggage, and Leather Goods Stores",1887048,21142,682,89.26,derived
2020-04-01,"Jewelry, Luggage, and Leather Goods Stores",4808,20490,683,0.23,derived
2020-05-01,"Jewelry, Luggage, and Leather Goods Stores",714828,21173,683,33.76,derived
2020-06-01,"Jewelry, Luggage, and Leather Goods Stores",2145364,20430,681,105.01,derived
2020-07-01,"Jewelry, Luggage, and Leather Goods Stores",2597520,21080,680,123.22,derived
2020-08-01,"Jewelry, Luggage, and Leather Goods Stores",2424492,21080,680,115.01,derived
2020-09-01,"Jewelry, Luggage, and Leather Goods Stores",2546815,20430,681,124.66,derived
2020-10-01,"Jewelry, Luggage, and Leather Goods Stores",2692020,21111,681,127.52,derived
2020-11-01,"Jewelry, Luggage, and Leather Goods Stores",3645666,20460,682,178.19,derived
2020-12-01,"Jewelry, Luggage, and Leather Goods Stores",5628526,21049,679,267.4,derived
2021-01-01,"Jewelry, Luggage, and Leather Goods Stores",2928859,20894,674,140.18,derived
2021-02-01,"Jewelry, Luggage, and Leather Goods Stores",2800608,18732,669,149.51,derived
2021-03-01,"Jewelry, Luggage, and Leather Goods Stores",3381606,20677,667,163.54,derived
2021-04-01,"Jewelry, Luggage, and Leather Goods Stores",3604903,19950,665,180.7,derived
2021-05-01,"Jewelry, Luggage, and Leather Goods Stores",4557892,20553,663,221.76,derived
2021-06-01,"Jewelry, Luggage, and Leather Goods Stores",4046922,19860,662,203.77,derived
2021-07-01,"Jewelry, Luggage, and Leather Goods Stores",4458578,20677,667,215.63,derived
2021-08-01,"Jewelry, Luggage, and Leather Goods Stores",4052670,20677,667,196.0,derived
2021-09-01,"Jewelry, Luggage, and Leather Goods Stores",3325929,20010,667,166.21,derived
2021-10-01,"Jewelry, Luggage, and Leather Goods Stores",3353932,20584,664,162.94,derived
2021-11-01,"Jewelry, Luggage, and Leather Goods Stores",5117138,19920,664,256.88,derived
2021-12-01,"Jewelry, Luggage, and Leather Goods Stores",7820327,20615,665,379.35,derived
2022-01-01,"Jewelry, Luggage, and Leather Goods Stores",3365221,20522,662,163.98,derived
2022-02-01,"Jewelry, Luggage, and Leather Goods Stores",3707065,18592,664,199.39,derived
2022-03-01,"Jewelry, Luggage, and Leather Goods Stores",3780572,20398,658,185.34,derived
2022-04-01,"Jewelry, Luggage, and Leather Goods Stores",4037371,19860,662,203.29,derived
2022-05-01,"Jewelry, Luggage, and Leather Goods Stores",4726340,20460,660,231.0,derived
2022-06-01,"Jewelry, Luggage, and Leather Goods Stores",4063748,19740,658,205.86,derived
2022-07-01,"Jewelry, Luggage, and Leather Goods Stores",4468933,20460,660,218.42,derived
2022-08-01,"Jewelry, Luggage, and Leather Goods Stores",4363846,20460,660,213.29,derived
2022-09-01,"Jewelry, Luggage, and Leather Goods Stores",3467422,19710,657,175.92,derived
2022-10-01,"Jewelry, Luggage, and Leather Goods Stores",3494482,20336,656,171.84,derived
