month,category,total_visits,record_count,unique_stores,mean_daily_visits,data_type
2020-11-01,Electronic and Precision Equipment Repair and Maintenance,165729,2910,97,56.95,derived
2020-12-01,Electronic and Precision Equipment Repair and Maintenance,180951,3007,97,60.18,derived
2021-01-01,Electronic and Precision Equipment Repair and Maintenance,139474,3007,97,46.38,derived
2021-02-01,Electronic and Precision Equipment Repair and Maintenance,115482,2688,96,42.96,derived
2021-03-01,Electronic and Precision Equipment Repair and Maintenance,179455,3038,98,59.07,derived
2021-04-01,Electronic and Precision Equipment Repair and Maintenance,183173,2970,99,61.67,derived
2021-05-01,Electronic and Precision Equipment Repair and Maintenance,191598,3100,100,61.81,derived
2021-06-01,Electronic and Precision Equipment Repair and Maintenance,191570,3000,100,63.86,derived
2021-07-01,Electronic and Precision Equipment Repair and Maintenance,215579,3100,100,69.54,derived
2021-08-01,Electronic and Precision Equipment Repair and Maintenance,212936,3100,100,68.69,derived
2021-09-01,Electronic and Precision Equipment Repair and Maintenance,185992,3000,100,62.0,derived
2021-10-01,Electronic and Precision Equipment Repair and Maintenance,195700,3100,100,63.13,derived
2021-11-01,Electronic and Precision Equipment Repair and Maintenance,203502,3000,100,67.83,derived
2021-12-01,Electronic and Precision Equipment Repair and Maintenance,249866,3100,100,80.6,derived
2022-01-01,Electronic and Precision Equipment Repair and Maintenance,171250,3131,101,54.69,derived
2022-02-01,Electronic and Precision Equipment Repair and Maintenance,166440,2828,101,58.85,derived
2022-03-01,Electronic and Precision Equipment Repair and Maintenance,204266,3131,101,65.24,derived
2022-04-01,Electronic and Precision Equipment Repair and Maintenance,196417,3060,102,64.19,derived
2022-05-01,Electronic and Precision Equipment Repair and Maintenance,194092,3069,99,63.24,derived
2022-06-01,Electronic and Precision Equipment Repair and Maintenance,198564,3030,101,65.53,derived
2022-07-01,Electronic and Precision Equipment Repair and Maintenance,217625,3224,104,67.5,derived
2022-08-01,Electronic and Precision Equipment Repair and Maintenance,218077,3255,105,67.0,derived
2022-09-01,Electronic and Precision Equipment Repair and Maintenance,195341,3150,105,62.01,derived
2022-10-01,Electronic and Precision Equipment Repair and Maintenance,196540,3224,104,60.96,derived
2022-11-01,Electronic and Precision Equipment Repair and Maintenance,203912,3180,106,64.12,derived
2022-12-01,Electronic and Precision Equipment Repair and Maintenance,258826,3317,107,78.03,derived
2023-01-01,Electronic and Precision Equipment Repair and Maintenance,192099,3317,107,57.91,derived
2023-02-01,Electronic and Precision Equipment Repair and Maintenance,175416,2968,106,59.1,derived
2023-03-01,Electronic and Precision Equipment Repair and Maintenance,201557,3286,106,61.34,derived
2023-04-01,Electronic and Precision Equipment Repair and Maintenance,200060,3210,107,62.32,derived
2023-05-01,Electronic and Precision Equipment Repair and Maintenance,205639,3317,107,62.0,derived
2023-06-01,Electronic and Precision Equipment Repair and Maintenance,208086,3210,107,64.82,derived
2023-07-01,Electronic and Precision Equipment Repair and Maintenance,223575,3379,109,66.17,derived
2023-08-01,Electronic and Precision Equipment Repair and Maintenance,216313,3317,107,65.21,derived
2023-09-01,Electronic and Precision Equipment Repair and Maintenance,197558,3240,108,60.97,derived
2023-10-01,Electronic and Precision Equipment Repair and Maintenance,206438,3441,111,59.99,derived
2023-11-01,Electronic and Precision Equipment Repair and Maintenance,224030,3420,114,65.51,derived
2023-12-01,Electronic and Precision Equipment Repair and Maintenance,289598,3534,114,81.95,derived
2024-01-01,Electronic and Precision Equipment Repair and Maintenance,199429,3534,114,56.43,derived
2024-02-01,Electronic and Precision Equipment Repair and Maintenance,198056,3335,115,59.39,derived
2024-03-01,Electronic and Precision Equipment Repair and Maintenance,222472,3596,116,61.87,derived
2024-04-01,Electronic and Precision Equipment Repair and Maintenance,213626,3510,117,60.86,derived
2024-05-01,Electronic and Precision Equipment Repair and Maintenance,231844,3689,119,62.85,derived
2024-06-01,Electronic and Precision Equipment Repair and Maintenance,231497,3570,119,64.85,derived
2024-07-01,Electronic and Precision Equipment Repair and Maintenance,243030,3751,121,64.79,derived
2024-08-01,Electronic and Precision Equipment Repair and Maintenance,249335,3751,121,66.47,derived
2024-09-01,Electronic and Precision Equipment Repair and Maintenance,212260,3690,123,57.52,derived
2024-10-01,Electronic and Precision Equipment Repair and Maintenance,216711,3751,121,57.77,derived
2024-11-01,Electronic and Precision Equipment Repair and Maintenance,232285,3600,120,64.52,derived
2024-12-01,Electronic and Precision Equipment Repair and Maintenance,287885,3751,121,76.75,derived
2020-01-01,Electronics and Appliance Stores,10875919,20615,665,527.57,derived
2020-02-01,Electronics and Appliance Stores,10081900,19285,665,522.78,derived
2020-03-01,Electronics and Appliance Stores,5602548,20615,665,271.77,derived
2020-04-01,Electronics and Appliance Stores,80557,19950,665,4.04,derived
2020-05-01,Electronics and Appliance Stores,1707516,20615,665,82.83,derived
2020-06-01,Electronics and Appliance Stores,4493355,19680,656,228.32,derived
2020-07-01,Electronics and Appliance Stores,4481674,20367,657,220.05,derived
2020-08-01,Electronics and Appliance Stores,5494254,20398,658,269.35,derived
2020-09-01,Electronics and Appliance Stores,7397535,19740,658,374.75,derived
2020-10-01,Electronics and Appliance Stores,8036749,20367,657,394.6,derived
2020-11-01,Electronics and Appliance Stores,9546310,19740,658,483.6,derived
2020-12-01,Electronics and Appliance Stores,10294098,20398,658,504.66,derived
2021-01-01,Electronics and Appliance Stores,7271773,20584,664,353.27,derived
2021-02-01,Electronics and Appliance Stores,6319007,18676,667,338.35,derived
2021-03-01,Electronics and Appliance Stores,9098156,20646,666,440.67,derived
2021-04-01,Electronics and Appliance Stores,9112864,19980,666,456.1,derived
2021-05-01,Electronics and Appliance Stores,9006029,20677,667,435.56,derived
2021-06-01,Electronics and Appliance Stores,8490807,19860,662,427.53,derived
2021-07-01,Electronics and Appliance Stores,8909533,20646,666,431.54,derived
2021-08-01,Electronics and Appliance Stores,8923000,20863,673,427.69,derived
2021-09-01,Electronics and Appliance Stores,9343316,20250,675,461.4,derived
2021-10-01,Electronics and Appliance Stores,9309216,21080,680,441.61,derived
2021-11-01,Electronics and Appliance Stores,11673583,20400,680,572.23,derived
2021-12-01,Electronics and Appliance Stores,13120371,21111,681,621.49,derived
2022-01-01,Electronics and Appliance Stores,8128152,21111,681,385.02,derived
2022-02-01,Electronics and Appliance Stores,7811192,19068,681,409.65,derived
2022-03-01,Electronics and Appliance Stores,9183995,21080,680,435.67,derived
2022-04-01,Electronics and Appliance Stores,9039115,20340,678,444.4,derived
2022-05-01,Electronics and Appliance Stores,8716220,21049,679,414.09,derived
2022-06-01,Electronics and Appliance Stores,8410755,20370,679,412.9,derived
2022-07-01,Electronics and Appliance Stores,8996435,21018,678,428.03,derived
2022-08-01,Electronics and Appliance Stores,8923500,21297,687,419.0,derived
2022-09-01,Electronics and Appliance Stores,9225871,20610,687,447.64,derived
2022-10-01,Electronics and Appliance Stores,8787809,21235,685,413.84,derived
2022-11-01,Electronics and Appliance Stores,10904151,20550,685,530.62,derived
2022-12-01,Electronics and Appliance Stores,12622461,21204,684,595.29,derived
2023-01-01,Electronics and Appliance Stores,8818705,21235,685,415.29,derived
2023-02-01,Electronics and Appliance Stores,7958416,19180,685,414.93,derived
2023-03-01,Electronics and Appliance Stores,8936617,21266,686,420.23,derived
2023-04-01,Electronics and Appliance Stores,8800448,20310,677,433.31,derived
2023-05-01,Electronics and Appliance Stores,8646283,21018,678,411.38,derived
2023-06-01,Electronics and Appliance Stores,8339719,20190,673,413.06,derived
2023-07-01,Electronics and Appliance Stores,8724989,20832,672,418.83,derived
2023-08-01,Electronics and Appliance Stores,8619334,20739,669,415.61,derived
2023-09-01,Electronics and Appliance Stores,8831719,19800,660,446.05,derived
2023-10-01,Electronics and Appliance Stores,8384676,20398,658,411.05,derived
2023-11-01,Electronics and Appliance Stores,10867257,19530,651,556.44,derived
2023-12-01,Electronics and Appliance Stores,12273351,19964,644,614.77,derived
2024-01-01,Electronics and Appliance Stores,8474595,19809,639,427.82,derived
2024-02-01,Electronics and Appliance Stores,8161800,18647,643,437.7,derived
2024-03-01,Electronics and Appliance Stores,9069187,19902,642,455.69,derived
2024-04-01,Electronics and Appliance Stores,8305382,19140,638,433.93,derived
2024-05-01,Electronics and Appliance Stores,8505453,19747,637,430.72,derived
2024-06-01,Electronics and Appliance Stores,8063136,19110,637,421.93,derived
2024-07-01,Electronics and Appliance Stores,8562717,19747,637,433.62,derived
2024-08-01,Electronics and Appliance Stores,8721812,19654,634,443.77,derived
2024-09-01,Electronics and Appliance Stores,8332016,18990,633,438.76,derived
2024-10-01,Electronics and Appliance Stores,8355403,19995,645,417.87,derived
2024-11-01,Electronics and Appliance Stores,11028997,19470,649,566.46,derived
2024-12-01,Electronics and Appliance Stores,11804470,20150,650,585.83,derived
2020-01-01,Employment Services,192034,15097,487,12.72,derived
2020-02-01,Employment Services,173202,14123,487,12.26,derived
2020-03-01,Employment Services,106890,15097,487,7.08,derived
2020-04-01,Employment Services,4158,14610,487,0.28,derived
2020-05-01,Employment Services,74528,15097,487,4.94,derived
2020-06-01,Employment Services,148117,14610,487,10.14,derived
2020-07-01,Employment Services,151942,15097,487,10.06,derived
2020-08-01,Employment Services,145923,15097,487,9.67,derived
2020-09-01,Employment Services,145737,14610,487,9.98,derived
2020-10-01,Employment Services,148840,15097,487,9.86,derived
2020-11-01,Employment Services,152655,14610,487,10.45,derived
2020-12-01,Employment Services,157522,15097,487,10.43,derived
2021-01-01,Employment Services,119780,15066,486,7.95,derived
2021-02-01,Employment Services,106597,13664,488,7.8,derived
2021-03-01,Employment Services,162725,15097,487,10.78,derived
2021-04-01,Employment Services,167203,14610,487,11.44,derived
2021-05-01,Employment Services,166253,15097,487,11.01,derived
2021-06-01,Employment Services,173415,14610,487,11.87,derived
2021-07-01,Employment Services,180737,15128,488,11.95,derived
2021-08-01,Employment Services,180796,15128,488,11.95,derived
2021-09-01,Employment Services,169292,14670,489,11.54,derived
2021-10-01,Employment Services,163270,15221,491,10.73,derived
2021-11-01,Employment Services,178080,14700,490,12.11,derived
2021-12-01,Employment Services,188917,15190,490,12.44,derived
2022-01-01,Employment Services,146698,15190,490,9.66,derived
2022-02-01,Employment Services,143754,13692,489,10.5,derived
2022-03-01,Employment Services,173794,15097,487,11.51,derived
2022-04-01,Employment Services,164243,14580,486,11.26,derived
2022-05-01,Employment Services,173053,15035,485,11.51,derived
2022-06-01,Employment Services,172676,14580,486,11.84,derived
2022-07-01,Employment Services,168022,14849,479,11.32,derived
2022-08-01,Employment Services,183768,14849,479,12.38,derived
2022-09-01,Employment Services,167374,14370,479,11.65,derived
2022-10-01,Employment Services,156393,14880,480,10.51,derived
2022-11-01,Employment Services,167774,14400,480,11.65,derived
2022-12-01,Employment Services,186023,14725,475,12.63,derived
2023-01-01,Employment Services,157927,14725,475,10.73,derived
2023-02-01,Employment Services,142109,13244,473,10.73,derived
2023-03-01,Employment Services,168779,14663,473,11.51,derived
2023-04-01,Employment Services,151761,14220,474,10.67,derived
2023-05-01,Employment Services,174568,14756,476,11.83,derived
2023-06-01,Employment Services,171787,14220,474,12.08,derived
2023-07-01,Employment Services,166433,14725,475,11.3,derived
2023-08-01,Employment Services,179776,14725,475,12.21,derived
2023-09-01,Employment Services,159246,14310,477,11.13,derived
2023-10-01,Employment Services,161609,14787,477,10.93,derived
2023-11-01,Employment Services,167558,14250,475,11.76,derived
2023-12-01,Employment Services,170115,14663,473,11.6,derived
2024-01-01,Employment Services,159459,14570,470,10.94,derived
2024-02-01,Employment Services,151490,13514,466,11.21,derived
2024-03-01,Employment Services,156778,14663,473,10.69,derived
2024-04-01,Employment Services,161945,14280,476,11.34,derived
2024-05-01,Employment Services,175217,14663,473,11.95,derived
2024-06-01,Employment Services,158173,14130,471,11.19,derived
2024-07-01,Employment Services,173835,14508,468,11.98,derived
2024-08-01,Employment Services,175696,14539,469,12.08,derived
2024-09-01,Employment Services,151349,13650,455,11.09,derived
2024-10-01,Employment Services,158285,14074,454,11.25,derived
2024-11-01,Employment Services,161158,13680,456,11.78,derived
2024-12-01,Employment Services,185855,14415,465,12.89,derived
2020-01-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",747,31,1,24.1,derived
2020-02-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",748,29,1,25.79,derived
2020-03-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",456,31,1,14.71,derived
2020-04-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",0,30,1,0.0,derived
2020-05-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",52,31,1,1.68,derived
2020-06-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",720,30,1,24.0,derived
2020-07-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",647,31,1,20.87,derived
2020-08-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",672,31,1,21.68,derived
2020-09-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",616,30,1,20.53,derived
2020-10-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",631,31,1,20.35,derived
2020-11-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",310,30,1,10.33,derived
2020-12-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",0,31,1,0.0,derived
2021-01-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",0,31,1,0.0,derived
2021-02-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",320,28,1,11.43,derived
2021-03-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",695,31,1,22.42,derived
2021-04-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",679,30,1,22.63,derived
2021-05-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",691,31,1,22.29,derived
2021-06-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",695,30,1,23.17,derived
2021-07-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",765,31,1,24.68,derived
2021-08-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",746,31,1,24.06,derived
2021-09-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",685,30,1,22.83,derived
2021-10-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",649,31,1,20.94,derived
2021-11-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",712,30,1,23.73,derived
2021-12-01,"Engine, Turbine, and Power Transmission Equipment Manufacturing",821,31,1,26.48,derived
